"","site","station","tow_size","tow_type","taxon","total_cells","date_sampled","sample_vol","dilution","vol_collected","area_chamber","area_counted","day_label"
"72","AB","St1","55","V","C.decipiens",11,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"73","AB","St1","55","V","C.didymus",8,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"74","AB","St1","55","V","C.radicans",22,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"75","AB","St1","55","V","C.simplex",1,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"76","AB","St1","55","V","Chaetoceros",154,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"77","AB","St1","55","V","Ditylum",3,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"78","AB","St1","55","V","E.turris",4,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"79","AB","St1","55","V","Eucampia",4,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"80","AB","St1","55","V","Guinardia",6,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"81","AB","St1","55","V","L.minimus",7,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"82","AB","St1","55","V","Leptocylindrus",3,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"83","AB","St1","55","V","P.nitzschia",32,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"84","AB","St1","55","V","Pennate",17,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"85","AB","St1","55","V","Thalassionema",2,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"86","AB","St1","55","V","Thalassiosira",1,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"87","AB","St1","55","V","Tripos",2,2023-10-25,0.055,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"88","AB","St2","20","H","A.glacialis",2,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"89","AB","St2","20","H","C.affinis",6,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"90","AB","St2","20","H","C.cf.compressus",13,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"91","AB","St2","20","H","C.closterium",3,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"92","AB","St2","20","H","C.contortus",15,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"93","AB","St2","20","H","C.curvistus",71,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"94","AB","St2","20","H","C.debilis",29,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"95","AB","St2","20","H","C.decipiens",3,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"96","AB","St2","20","H","C.diadema",25,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"97","AB","St2","20","H","C.pelagica",27,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"98","AB","St2","20","H","C.protuberans",1,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"99","AB","St2","20","H","C.simplex",3,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"100","AB","St2","20","H","D.brightwellii",1,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"101","AB","St2","20","H","E.zondicus",8,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"102","AB","St2","20","H","G.polyedra",3,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"103","AB","St2","20","H","L.minimus",35,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"104","AB","St2","20","H","P.nitzschia",89,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"105","AB","St2","20","H","P.ovatum",2,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"106","AB","St2","20","H","Pennate",3,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"107","AB","St2","20","H","Prorocentrum",1,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"108","AB","St2","20","H","Scrippsiella",1,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"109","AB","St2","20","H","T.constricta",52,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"110","AB","St2","20","H","T.rotula",8,2023-10-25,0.053,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"111","AB","St2","20","V","C.curvistus",133,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"112","AB","St2","20","V","C.debilis",17,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"113","AB","St2","20","V","C.didymus",23,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"114","AB","St2","20","V","C.radicans",43,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"115","AB","St2","20","V","C.simplex",3,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"116","AB","St2","20","V","Chaetoceros",112,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"117","AB","St2","20","V","Detonula",8,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"118","AB","St2","20","V","Dictyocha",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"119","AB","St2","20","V","Dinoflagellate",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"120","AB","St2","20","V","Ditylum",3,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"121","AB","St2","20","V","Eucampia",9,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"122","AB","St2","20","V","Guinardia",54,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"123","AB","St2","20","V","L.minimus",10,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"124","AB","St2","20","V","Leptocylindrus",5,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"125","AB","St2","20","V","Odontella",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"126","AB","St2","20","V","P.nitzschia",132,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"127","AB","St2","20","V","Pennate",5,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"128","AB","St2","20","V","Rhizosolenia",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"129","AB","St2","20","V","Skeletonema",18,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"130","AB","St2","20","V","Stephanopyxis",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"131","AB","St2","20","V","T.rotula",17,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"132","AB","St2","20","V","Thalassiosira",79,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"133","AB","St2","55","H","C.cf.compressus",26,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"134","AB","St2","55","H","C.closterium",3,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"135","AB","St2","55","H","C.curvistus",99,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"136","AB","St2","55","H","C.decipiens",10,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"137","AB","St2","55","H","C.diadema",7,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"138","AB","St2","55","H","C.didymus",6,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"139","AB","St2","55","H","C.pelagica",6,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"140","AB","St2","55","H","C.peruvianus",1,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"141","AB","St2","55","H","D.brightwellii",2,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"142","AB","St2","55","H","D.pumila",7,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"143","AB","St2","55","H","E.zondicus",4,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"144","AB","St2","55","H","Guinardia",2,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"145","AB","St2","55","H","L.minimus",19,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"146","AB","St2","55","H","P.nitzschia",35,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"147","AB","St2","55","H","Pennate",8,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"148","AB","St2","55","H","Silicoflagellate",1,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"149","AB","St2","55","H","Skeletonema",3,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"150","AB","St2","55","H","T.constricta",15,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"151","AB","St2","55","H","T.frauenfeldii",3,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"152","AB","St2","55","V","C.closterium",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"153","AB","St2","55","V","C.curvistus",60,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"154","AB","St2","55","V","C.debilis",30,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"155","AB","St2","55","V","C.didymus",21,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"156","AB","St2","55","V","Chaetoceros",62,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"157","AB","St2","55","V","Dictyocha",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"158","AB","St2","55","V","Ditylum",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"159","AB","St2","55","V","E.turris",3,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"160","AB","St2","55","V","Eucampia",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"161","AB","St2","55","V","Guinardia",13,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"162","AB","St2","55","V","L.minimus",6,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"163","AB","St2","55","V","P.nitzschia",47,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"164","AB","St2","55","V","Pennate",12,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"165","AB","St2","55","V","Prorocentrum",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"166","AB","St2","55","V","Rhizosolenia",1,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"167","AB","St2","55","V","Skeletonema",5,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"168","AB","St2","55","V","Thalassiosira",4,2023-10-25,0.043,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"169","AB","St3","20","H","A.ostenfeldii",2,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"170","AB","St3","20","H","C.cf.compressus",40,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"171","AB","St3","20","H","C.curvistus",27,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"172","AB","St3","20","H","C.didymus",12,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"173","AB","St3","20","H","C.simplex",2,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"174","AB","St3","20","H","D.brightwellii",1,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"175","AB","St3","20","H","D.pumila",4,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"176","AB","St3","20","H","E.zondicus",16,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"177","AB","St3","20","H","Flagellate",2,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"178","AB","St3","20","H","Guinardia",61,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"179","AB","St3","20","H","L.minimus",75,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"180","AB","St3","20","H","P.horologium",6,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"181","AB","St3","20","H","P.nitzschia",90,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"182","AB","St3","20","H","Pennate",19,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"183","AB","St3","20","H","Prorocentrum",3,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"184","AB","St3","20","H","Silicoflagellate",1,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"185","AB","St3","20","H","T.anguste-lineata",5,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"186","AB","St3","20","H","T.constricta",30,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"187","AB","St3","20","H","T.lineatum",1,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"188","AB","St3","20","H","T.rotula",4,2023-10-25,0.05,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"189","AB","St3","20","V","C.closterium",1,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"190","AB","St3","20","V","C.didymus",12,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"191","AB","St3","20","V","Chaetoceros",11,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"192","AB","St3","20","V","Dinoflagellate",1,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"193","AB","St3","20","V","Eucampia",4,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"194","AB","St3","20","V","Flagellate",1,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"195","AB","St3","20","V","Guinardia",32,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"196","AB","St3","20","V","L.minimus",27,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"197","AB","St3","20","V","Leptocylindrus",12,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"198","AB","St3","20","V","P.nitzschia",52,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"199","AB","St3","20","V","Pennate",5,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"200","AB","St3","20","V","Protoperidinium",1,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"201","AB","St3","20","V","T.rotula",10,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"202","AB","St3","20","V","Thalassiosira",23,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"203","AB","St3","20","V","Tripos",1,2023-10-25,0.05,10,2945.24311274043,1000,8.309512568745,"AB Day 1"
"204","AB","St3","55","H","C.cf.compressus",15,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"205","AB","St3","55","H","C.curvistus",36,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"206","AB","St3","55","H","C.decipiens",2,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"207","AB","St3","55","H","C.didymus",13,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"208","AB","St3","55","H","C.lauderi",11,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"209","AB","St3","55","H","D.lenticula",1,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"210","AB","St3","55","H","E.turris",3,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"211","AB","St3","55","H","E.zondicus",3,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"212","AB","St3","55","H","Flagellate",2,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"213","AB","St3","55","H","G.spirale",1,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"214","AB","St3","55","H","Guinardia",10,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"215","AB","St3","55","H","L.minimus",9,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"216","AB","St3","55","H","P.nitzschia",16,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"217","AB","St3","55","H","P.pallidum",1,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"218","AB","St3","55","H","Pennate",4,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"219","AB","St3","55","H","T.constricta",5,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"220","AB","St3","55","H","T.frauenfeldii",2,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"221","AB","St3","55","H","T.macroceros",1,2023-10-25,0.055,10,9090.19834316207,1000,8.309512568745,"AB Day 1"
"222","AB","St3","55","V","C.cf.compressus",22,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"223","AB","St3","55","V","C.curvistus",34,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"224","AB","St3","55","V","C.debilis",21,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
